T_full,T_prefix,T_suffix,prefix_minus_full,seed,suffix_minus_full,suffix_minus_prefix
3.631641753949225,3.103223337326199,2.9539775298908353,-0.5284184166230261,20260915,-0.6776642240583897,-0.14924580743536353
4.35980694484897,3.9741428635482277,3.901705957832746,-0.3856640813007419,43,-0.45810098701622337,-0.07243690571548145
2.5291677514323965,3.634512821678072,2.7640035071672173,1.1053450702456757,44,0.23483575573482085,-0.8705093145108549
