budget,delta_mean,fallback_rate,n,queries_fraction_of_full,queries_per_pair_mean,valid100_reward,wilcoxon_p,wins
0.25,4.265898002777249,0.15104166666666666,100,0.2479973297730307,7.739583333333333,10.843501364300028,,94
0.50,4.72048102975823,0.010416666666666666,100,0.4969959946595461,15.510416666666666,11.298084391281009,,98
0.75,4.9758162256795915,0.0,100,0.7520026702269693,23.46875,11.55341958720237,,96
1.00,5.565752298986273,0.0,100,1.0,31.208333333333332,12.143355660509052,,99
