cf_delta,cf_minus_diff,cf_minus_n3,diff_minus_n3,diff_only_delta,n3_delta,seed
5.565752298986273,1.344986670428355,2.769406569950016,1.424419899521661,4.220765628557918,2.7963457290362568,20260913
4.5091664731848455,-0.011649603591733282,0.1006886508502074,0.11233825444194068,4.520816076776579,4.408477822334638,43
4.699617846006794,0.10050932312783445,0.38965333286805937,0.2891440097402249,4.59910852287896,4.309964513138735,44
