pair_id,case_id,n_diff,n_positive_consistent,positive_fraction,sign_agreement_rate,credit_abs_sum,credit_positive_sum,c_avg_sum,reward_gap,n_eff,n_eff_ratio,topk_top10,topk_top20,topk_top30,topk_top50
sab2_7jkt_h:sab2_7jkt_h_s19:sab2_7jkt_h_s08,sab2_7jkt_h,8,4,0.5,0.625,11.03953792154789,10.775054529309273,11.745520167052746,5.699311181902885,1.6311983883946106,0.20389979854932633,0.7659778130037755,0.9144818029731308,0.9747636040928568,1.0
sab2_7nqk_b:sab2_7nqk_b_s20:sab2_7nqk_b_s26,sab2_7nqk_b,15,9,0.6,0.8,25.4119803160429,9.57468569278717,13.816084705293179,10.995718955993652,4.852301151499452,0.3234867434332968,0.5542029688507417,0.7041267875677375,0.8581144380759624,0.9884777793748958
sab2_7nqk_b:sab2_7nqk_b_s09:sab2_7nqk_b_s10,sab2_7nqk_b,17,9,0.5294117647058824,0.7647058823529411,30.89347649179399,9.514954969286919,10.18124185781926,9.838516473770142,5.160349961947358,0.3035499977616093,0.5550155456023192,0.7622061051328269,0.9187958591376715,1.0
sab2_7nqk_b:sab2_7nqk_b_s12:sab2_7nqk_b_s07,sab2_7nqk_b,18,10,0.5555555555555556,0.7222222222222222,28.506135175935924,10.16845440864563,9.256447220686823,8.007027685642242,4.644708236364828,0.25803934646471266,0.560460811240174,0.7383375488096732,0.8612136332661963,0.9988868298355701
sab2_7nqk_b:sab2_7nqk_b_s06:sab2_7nqk_b_s01,sab2_7nqk_b,16,8,0.5,0.6875,17.20836845971644,8.483647584915161,9.982682188041508,7.816092133522034,6.054002624862435,0.3783751640539022,0.40962616218077413,0.7406877222848879,0.8751520564723652,1.0
sab2_7nqk_b:sab2_7nqk_b_s17:sab2_7nqk_b_s24,sab2_7nqk_b,17,7,0.4117647058823529,0.7058823529411765,22.530522137880325,8.07148015499115,5.787148877978325,7.629253506660461,5.621683039604962,0.3306872376238213,0.4522622519839944,0.7621477946862286,0.9918762321111226,1.0
sab2_7nqk_b:sab2_7nqk_b_s02:sab2_7nqk_b_s29,sab2_7nqk_b,16,7,0.4375,0.75,14.440678417682648,9.099259734153748,7.078899592161179,6.008628964424133,4.680873764457586,0.29255461027859914,0.5888403062051925,0.8027178601559439,0.8733863824639717,1.0
sab2_7nqk_b:sab2_7nqk_b_s18:sab2_7nqk_b_s05,sab2_7nqk_b,17,6,0.35294117647058826,0.5882352941176471,32.20398813486099,5.367493629455566,5.806139916181564,4.803984642028809,4.728280635278905,0.27813415501640615,0.5121317999902278,0.856199956469402,1.0,1.0
sab2_7nqk_b:sab2_7nqk_b_s15:sab2_7nqk_b_s13,sab2_7nqk_b,8,3,0.375,0.625,7.354681015014648,4.589663028717041,3.989051103591919,4.146772146224976,2.984745308089757,0.3730931635112196,0.3660876981422037,0.689912470581195,1.0,1.0
sab2_7qxd_kkk:sab2_7qxd_kkk_s26:sab2_7qxd_kkk_s11,sab2_7qxd_kkk,11,6,0.5454545454545454,0.5454545454545454,21.8385488986969,12.244965076446533,21.18409025669098,18.262669563293457,3.9219786695852417,0.35654351541684015,0.6682544279489601,0.7894622231157996,0.8833126106205976,1.0
sab2_7qxd_kkk:sab2_7qxd_kkk_s04:sab2_7qxd_kkk_s24,sab2_7qxd_kkk,15,11,0.7333333333333333,0.8,26.953310310840607,13.256845474243164,21.650462299585342,16.752412796020508,6.6702244351281355,0.44468162900854236,0.41414288088248097,0.5743287981060097,0.7931379178623404,0.9585999305076467
sab2_7qxd_kkk:sab2_7qxd_kkk_s17:sab2_7qxd_kkk_s02,sab2_7qxd_kkk,10,7,0.7,0.8,19.392869114875793,8.752268433570862,16.091696441173553,15.816483497619629,2.470339705665827,0.24703397056658272,0.5654458881132275,0.84664963455342,0.9070355690568708,0.9668134894522151
